county_code,county_name,district_code,district_name,district_type,nces_id,website_raw,website_domain,website_flag,email_domain,assessed_domain,domain_source,domain_flag,domain_mismatch,shared_domain,shared_with_count
80,Union,6033,Barack Obama Green Charter School District,charter,3400740,www.barackobamagreencharterschool.org,barackobamagreencharterschool.org,,barackobamagcs.org,barackobamagcs.org,supt_email,,True,False,0
39,Union,0310,Berkeley Heights School District,regular,3401530,www.bhpsnj.org,bhpsnj.org,,bhpsnj.org,bhpsnj.org,supt_email,,False,False,0
39,Union,0850,Clark Township Public School District,regular,3403150,www.clarkschools.org,clarkschools.org,,clarkschools.org,clarkschools.org,supt_email,,False,False,0
80,Union,6101,College Achieve Central Charter School,charter,,www.collegeachievecentral.org/,collegeachievecentral.org,,collegeachieve.org,collegeachieve.org,supt_email,,True,True,2
39,Union,0980,Cranford Public School District,regular,3403570,cranfordschools.org,cranfordschools.org,,cranfordschools.org,cranfordschools.org,supt_email,,False,False,0
80,Union,6102,Cresthaven Academy Charter School,charter,,www.cresthavenacademy.org,cresthavenacademy.org,,cresthavenacdemy.org,cresthavenacdemy.org,supt_email,,True,False,0
39,Union,1320,Elizabeth Public Schools,regular,3404590,www.epsnj.org,epsnj.org,,epsnj.org,epsnj.org,supt_email,,False,False,0
39,Union,1710,Garwood Boro,regular,3405790,www.garwoodschools.org,garwoodschools.org,,garwoodschools.org,garwoodschools.org,supt_email,,False,False,0
39,Union,2190,Hillside Public School District,regular,3407290,https://www.hillsidek12.org/,hillsidek12.org,,hillsidek12.org,hillsidek12.org,supt_email,,False,False,0
39,Union,2420,Kenilworth School District,regular,3407920,www.kenilworthschools.com,kenilworthschools.com,,ksdnj.org,ksdnj.org,supt_email,,True,False,0
39,Union,2660,Linden Public School District,regular,3408610,www.lindenps.org,lindenps.org,,lindenps.org,lindenps.org,supt_email,,False,False,0
39,Union,3395,Morris-Union Jointure Commission School District,regular,3400005,www.mujc.org,mujc.org,,mujc.org,mujc.org,supt_email,,False,False,0
39,Union,3470,Mountainside School District,regular,3411040,www.mountainsideschools.org,mountainsideschools.org,,mountainsideschools.org,mountainsideschools.org,supt_email,,False,False,0
39,Union,3560,New Providence School District,regular,3411310,www.npsd.k12.nj.us,npsd.k12.nj.us,,npsdnj.org,npsdnj.org,supt_email,,True,False,0
39,Union,4160,Plainfield Public School District,regular,3413140,www.plainfieldnjk12.org,plainfieldnjk12.org,,plainfield.k12.nj.us,plainfield.k12.nj.us,supt_email,,True,False,0
39,Union,4290,Rahway Public School District,regular,3413530,www.rahway.net,rahway.net,,rahway.net,rahway.net,supt_email,,False,False,0
39,Union,4550,Roselle Park Public School District,regular,3414310,www.rpsd.org,rpsd.org,,rpsd.org,rpsd.org,supt_email,,False,False,0
39,Union,4540,Roselle Public School District,regular,3414280,WWW.ROSELLESCHOOLS.ORG,roselleschools.org,,roselleschools.org,roselleschools.org,supt_email,,False,False,0
39,Union,4670,Scotch Plains-Fanwood School District,regular,3414670,www.spfk12.org,spfk12.org,,spfk12.org,spfk12.org,supt_email,,False,False,0
39,Union,5000,Springfield Public School District,regular,3415630,www.springfieldschools.com,springfieldschools.com,,springfieldschools.com,springfieldschools.com,supt_email,,False,False,0
39,Union,5090,Summit Public School District,regular,3415900,www.summit.k12.nj.us,summit.k12.nj.us,,summit.k12.nj.us,summit.k12.nj.us,supt_email,,False,False,0
80,Union,7600,The Queen City Academy Charter School District,charter,3400061,www.queencity.edu,queencity.edu,,queencity.edu,queencity.edu,supt_email,,False,False,0
39,Union,5290,Township of Union School District,regular,3416500,https://www.tups.org/,tups.org,,twpunionschools.org,twpunionschools.org,supt_email,,True,False,0
39,Union,5245,Union County Educational Services Commission,regular,3416400,www.ucesc.org,ucesc.org,,ucesc.org,ucesc.org,supt_email,,False,False,0
80,Union,8010,Union County TEAMS Charter School-High School/College LA,charter,3400083,www.ucteams.org,ucteams.org,,ucteams.org,ucteams.org,supt_email,,False,False,0
39,Union,5260,Union County Vocational-Technical School District,vocational,3418040,www.ucvts.org,ucvts.org,,ucvts.org,ucvts.org,supt_email,,False,False,0
39,Union,5730,Westfield Public School District,regular,3417760,www.westfieldnjk12.org,westfieldnjk12.org,,westfieldnjk12.org,westfieldnjk12.org,supt_email,,False,False,0
39,Union,5810,Winfield Township,regular,3418030,www.winfieldschool.org,winfieldschool.org,,winfieldschool.org,winfieldschool.org,supt_email,,False,False,0
41,Warren,0030,Allamuchy Township School District,regular,3400720,www.aes.k12.nj.us,aes.k12.nj.us,,aes.k12.nj.us,aes.k12.nj.us,supt_email,,False,False,0
41,Warren,0070,Alpha Borough School District,regular,3400840,www.apsedu.org,apsedu.org,,apsedu.org,apsedu.org,supt_email,,False,False,0
41,Warren,0280,Belvidere School District,regular,3401440,www.belvideresd.org,belvideresd.org,,belvideresd.org,belvideresd.org,supt_email,,False,False,0
41,Warren,0400,Blairstown Elementary Township School District,regular,3401800,www.blairstownelem.net,blairstownelem.net,,blairstownelem.net,blairstownelem.net,supt_email,,False,False,0
41,Warren,1620,Franklin Township School District,regular,3405520,www.franklinschool.org,franklinschool.org,,franklinschool.org,franklinschool.org,supt_email,,False,False,0
41,Warren,1670,Frelinghuysen Township School District,regular,3405670,WWW.FRELINGHUYSENSCHOOL.ORG,frelinghuysenschool.org,,frelinghuysenschool.org,frelinghuysenschool.org,supt_email,,False,False,0
41,Warren,1785,Great Meadows Regional School District,regular,3400008,www.gmrsd.com,gmrsd.com,,gmrsd.com,gmrsd.com,supt_email,,False,False,0
41,Warren,1840,Greenwich Township School District,regular,3406210,www.gtsd.net,gtsd.net,,gtsd.net,gtsd.net,supt_email,,False,False,0
41,Warren,1870,Hackettstown Public School District,regular,3406300,www.hackettstown.org,hackettstown.org,,hackettstown.org,hackettstown.org,supt_email,,False,False,0
41,Warren,2040,Harmony Township School District,regular,3406810,www.htesd.org,htesd.org,,htesd.org,htesd.org,supt_email,,False,False,0
41,Warren,2250,Hope Township School District,regular,3407470,www.hope-elem.org,hope-elem.org,,hope-elem.org,hope-elem.org,supt_email,,False,False,0
41,Warren,2470,Knowlton Township School District,regular,3408070,www.knowltonschool.com,knowltonschool.com,,knowltonschool.com,knowltonschool.com,supt_email,,False,False,0
41,Warren,2790,Lopatcong Township School District,regular,3409000,www.lopatsd.org,lopatsd.org,,lopatsd.org,lopatsd.org,supt_email,,False,False,0
41,Warren,2970,Mansfield Township Elementary School District,regular,3409540,www.mansfieldtsd.org,mansfieldtsd.org,,mansfieldtsd.org,mansfieldtsd.org,supt_email,,False,False,0
41,Warren,3675,North Warren Regional School District,regular,3409550,www.northwarren.org,northwarren.org,,northwarren.org,northwarren.org,supt_email,,False,False,0
41,Warren,3890,Oxford Township School District,regular,3412300,www.oxfordcentral.org,oxfordcentral.org,,oxfordcentral.org,oxfordcentral.org,supt_email,,False,False,0
41,Warren,4100,Phillipsburg School District,regular,3412960,www.pburgsd.net,pburgsd.net,,pburgsd.net,pburgsd.net,supt_email,,False,False,0
41,Warren,4200,Pohatcong Township School District,regular,3413260,http://www.pohatcong.org,pohatcong.org,,pohatcong.org,pohatcong.org,supt_email,,False,False,0
80,Warren,7727,Ridge and Valley Charter School,charter,3400082,www.ridgeandvalley.org,ridgeandvalley.org,,ridgeandvalley.org,ridgeandvalley.org,supt_email,,False,False,0
41,Warren,5450,Warren County Special Services School District,special_services,3480362,www.wcsssd.org,wcsssd.org,,wcsssd.org,wcsssd.org,supt_email,,False,False,0
41,Warren,5460,Warren County Vocational Technical School,vocational,3417920,http://www.wctech.org,wctech.org,,wctech.org,wctech.org,supt_email,,False,False,0
41,Warren,5465,Warren Hills Regional School District,regular,3416970,www.warrenhills.org,warrenhills.org,,,warrenhills.org,website,,False,False,0
41,Warren,5480,Washington Borough School District,regular,3417010,www.washboroschools.org,washboroschools.org,,washboro.org,washboro.org,supt_email,,True,False,0
41,Warren,5530,Washington Township School District,regular,3417160,www.washtwpsd.org,washtwpsd.org,,washtwpsd.org,washtwpsd.org,supt_email,,False,False,0
41,Warren,5780,White Township Consolidated School District,regular,3417910,www.whitetwpsd.org,whitetwpsd.org,,whitetwpsd.org,whitetwpsd.org,supt_email,,False,False,0
